Isolate ID,Name,Accession,Originating Lab,Submitting Lab
EPI_ISL_15604633,A/equine/California/4/21,EPI2199417,University_of_California_Davis,University_of_Kentucky
EPI_ISL_7034,A/mallard/Ohio/184/1986,EPI60766,,
EPI_ISL_400262,A/Common_Teal/Sakhalin/OD15/2019,EPI1638372,Research_Institute_of_Experimental_and_Clinical_Medicine,National_Institute_of_Animal_Health
EPI_ISL_252803,A/swine/Michigan/A01668934/2016,EPI942043,,
EPI_ISL_400263,A/Common_Teal/Sakhalin/OD17/2019,EPI1638380,Research_Institute_of_Experimental_and_Clinical_Medicine,National_Institute_of_Animal_Health
EPI_ISL_252801,A/swine/Iowa/A01668924/2016,EPI942039,,
EPI_ISL_220033,A/blue-winged_teal/Texas/AI10-3317/2010,EPI750533,,
EPI_ISL_252800,A/swine/Illinois/A01668931/2016,EPI942037,,
EPI_ISL_15588201,a/equine/Missouri/3/22,EPI2198952,"Gluck_Equine_Research_Center,_Department_of_Veterinary_Science,_University_of_Kentucky",University_of_Kentucky
EPI_ISL_220039,A/blue-winged_teal/Louisiana/AI10-3483/2010,EPI750606,,
EPI_ISL_15588200,a/equine/Wyoming/1/22,EPI2198960,Equine_Diagnostic_Solutions,University_of_Kentucky
EPI_ISL_220038,A/blue-winged_teal/Louisiana/AI10-3481/2010,EPI750581,,
EPI_ISL_19159714,A/swine/North_Carolina/A02978872/2024,EPI3327112,United_States_Department_of_Agriculture,
EPI_ISL_252805,A/swine/North_Carolina/A01671000/2016,EPI942047,,
EPI_ISL_19159715,A/swine/Minnesota/A02978881/2024,EPI3327114,United_States_Department_of_Agriculture,
EPI_ISL_220036,A/blue-winged_teal/Texas/AI10-3376/2010,EPI750579,,
EPI_ISL_15588197,a/equine/Texas/2/22,EPI2198955,Equine_Diagnostic_Solutions,University_of_Kentucky
EPI_ISL_252811,A/duck/Hubei/ZYSYF4/2015,EPI942059,,
EPI_ISL_15588196,a/equine/Tennessee/1/22,EPI2198953,Equine_Diagnostic_Solutions,University_of_Kentucky
EPI_ISL_400271,A/Common_Teal/Omsk_Region/54/2019,EPI1638444,Research_Institute_of_Experimental_and_Clinical_Medicine,National_Institute_of_Animal_Health
EPI_ISL_252810,A/swine/Iowa/A01668922/2016,EPI942057,,
EPI_ISL_15588199,a/equine/Texas/8/22,EPI2198958,Equine_Diagnostic_Solutions,University_of_Kentucky
EPI_ISL_400268,A/Common_Teal/Chany_Lake/357/2019,EPI1638420,Research_Institute_of_Experimental_and_Clinical_Medicine,National_Institute_of_Animal_Health
EPI_ISL_19159727,A/swine/Iowa/A02978871/2024,EPI3327144,United_States_Department_of_Agriculture,
EPI_ISL_15588198,a/equine/Texas/6/22,EPI2198956,Equine_Diagnostic_Solutions,University_of_Kentucky
EPI_ISL_400269,A/Common_Teal/Chany_Lake/38/2019,EPI1638428,Research_Institute_of_Experimental_and_Clinical_Medicine,National_Institute_of_Animal_Health
EPI_ISL_15588193,a/equine/Maryland/1/22,EPI2198946,Equine_Diagnostic_Solutions,University_of_Kentucky
EPI_ISL_19159720,A/swine/Minnesota/A02978866/2024,EPI3327130,United_States_Department_of_Agriculture,
EPI_ISL_400266,A/Common_Teal/Amur_region/31b/2019,EPI1638404,Research_Institute_of_Experimental_and_Clinical_Medicine,National_Institute_of_Animal_Health
EPI_ISL_15588192,a/equine/Kentucky/5/22,EPI2198944,Equine_Diagnostic_Solutions,University_of_Kentucky
EPI_ISL_220046,A/blue-winged_teal/Texas/AI10-3766/2010,EPI750662,,
EPI_ISL_19159722,A/swine/Minnesota/A02978829/2024,EPI3327134,United_States_Department_of_Agriculture,
EPI_ISL_15588195,a/equine/Missouri/2/22,EPI2198950,Equine_Diagnostic_Solutions,University_of_Kentucky
EPI_ISL_400264,A/Common_Teal/Sakhalin/OD18/2019,EPI1638388,Research_Institute_of_Experimental_and_Clinical_Medicine,National_Institute_of_Animal_Health
EPI_ISL_252813,A/duck/Hubei/ZYSYF18/2015,EPI942061,,
EPI_ISL_220045,A/blue-winged_teal/Texas/AI10-3744/2010,EPI750655,,
EPI_ISL_15588194,a/equine/Missouri/1/22,EPI2198948,Equine_Diagnostic_Solutions,University_of_Kentucky
EPI_ISL_252812,A/duck/Hubei/ZYSYF12/2015,EPI942060,,
EPI_ISL_220051,A/blue-winged_teal/Texas/AI10-3848/2010,EPI750703,,
EPI_ISL_400279,A/Gadwall/Buryatia/2226/2019,EPI1638508,Research_Institute_of_Experimental_and_Clinical_Medicine,National_Institute_of_Animal_Health
EPI_ISL_400277,A/Gadwall/Buryatia/2209/2019,EPI1638492,Research_Institute_of_Experimental_and_Clinical_Medicine,National_Institute_of_Animal_Health
EPI_ISL_400275,A/mallard/Omsk_Region/63/2019,EPI1638476,Research_Institute_of_Experimental_and_Clinical_Medicine,National_Institute_of_Animal_Health
EPI_ISL_252822,A/duck/Hubei/ZYSYF2/2015,EPI942070,,
EPI_ISL_19159730,A/swine/Oklahoma/A02978886/2024,EPI3327156,United_States_Department_of_Agriculture,
EPI_ISL_252821,A/duck/Hubei/ZYSYF9/2015,EPI942069,,
EPI_ISL_252820,A/duck/Hubei/ZYSYF21/2015,EPI942068,,
EPI_ISL_220052,A/blue-winged_teal/Louisiana/AI10-4005/2010,EPI750680,,
EPI_ISL_400285,A/Garganey/Omsk_Region/22/2019,EPI1638556,Research_Institute_of_Experimental_and_Clinical_Medicine,National_Institute_of_Animal_Health
EPI_ISL_252831,A/chicken/Ganzhou/GZ43/2016,EPI942079,,
EPI_ISL_400283,A/Gadwall/Omsk_Region/129/2019,EPI1638540,Research_Institute_of_Experimental_and_Clinical_Medicine,National_Institute_of_Animal_Health
EPI_ISL_252830,A/chicken/Ganzhou/GZ157/2016,EPI942078,,
EPI_ISL_15588175,a/equine/Colorado/653C/22,EPI2198920,CSU_Veterinary_Diagnostic_Laboratories,University_of_Kentucky
EPI_ISL_15588174,a/equine/Colorado/653/22,EPI2198918,CSU_Veterinary_Diagnostic_Laboratories,University_of_Kentucky
EPI_ISL_400289,A/Shoveler/Omsk_Region/71/2019,EPI1638588,Research_Institute_of_Experimental_and_Clinical_Medicine,National_Institute_of_Animal_Health
EPI_ISL_15588189,a/equine/Kentucky/1/22,EPI2198940,Equine_Diagnostic_Solutions,University_of_Kentucky
EPI_ISL_15588188,a/equine/Florida/16/22,EPI2198939,Equine_Diagnostic_Solutions,University_of_Kentucky
EPI_ISL_15588191,a/equine/Kentucky/4/22,EPI2198942,Equine_Diagnostic_Solutions,University_of_Kentucky
EPI_ISL_15588190,a/equine/Kentucky/3/22,EPI2198941,Equine_Diagnostic_Solutions,University_of_Kentucky
EPI_ISL_15588185,a/equine/Florida/7/22,EPI2198935,Equine_Diagnostic_Solutions,University_of_Kentucky
EPI_ISL_15588184,a/equine/Florida/5/22,EPI2198934,Equine_Diagnostic_Solutions,University_of_Kentucky
EPI_ISL_15604568,A/equine/California/2/21,EPI2199415,University_of_California_Davis,University_of_Kentucky
EPI_ISL_15588187,a/equine/Florida/13/22,EPI2198937,Equine_Diagnostic_Solutions,University_of_Kentucky
EPI_ISL_15588181,a/equine/Florida/2/22,EPI2198930,Equine_Diagnostic_Solutions,University_of_Kentucky
EPI_ISL_15604566,A/equine/British_Columbia/1/21,EPI2199413,"Gluck_Equine_Research_Center,_Department_of_Veterinary_Science,_University_of_Kentucky",University_of_Kentucky
EPI_ISL_15588180,a/equine/Florida/1/22,EPI2198929,Equine_Diagnostic_Solutions,University_of_Kentucky
EPI_ISL_15604567,A/equine/California/1/21,EPI2199414,University_of_California_Davis,University_of_Kentucky
EPI_ISL_154555,A/swine/Illinois/A01427136/2013,EPI502382,,
EPI_ISL_15604564,A/equine/Arizona/2/21,EPI2199410,University_of_California_Davis,University_of_Kentucky
EPI_ISL_15588183,a/equine/Florida/4/22,EPI2198932,Equine_Diagnostic_Solutions,University_of_Kentucky
EPI_ISL_15588182,a/equine/Florida/3/22,EPI2198931,Equine_Diagnostic_Solutions,University_of_Kentucky
EPI_ISL_15604565,A/equine/Arizona/4/21,EPI2199411,University_of_California_Davis,University_of_Kentucky
EPI_ISL_19159711,A/swine/North_Carolina/A02978894/2024,EPI3327106,United_States_Department_of_Agriculture,
EPI_ISL_15588177,a/equine/Colorado/656/22,EPI2198924,CSU_Veterinary_Diagnostic_Laboratories,University_of_Kentucky
EPI_ISL_15588176,a/equine/Colorado/654/22,EPI2198922,CSU_Veterinary_Diagnostic_Laboratories,University_of_Kentucky
EPI_ISL_15604563,a/equine/Alabama/1/21,EPI2199408,University_of_California_Davis,University_of_Kentucky
EPI_ISL_15588179,a/equine/Colorado/A/22,EPI2198928,CSU_Veterinary_Diagnostic_Laboratories,University_of_Kentucky
EPI_ISL_15588178,a/equine/Colorado/657/22,EPI2198926,CSU_Veterinary_Diagnostic_Laboratories,University_of_Kentucky
EPI_ISL_302023,A/swine/Nebraska/A01785407/2018,EPI1191837,,
EPI_ISL_302024,A/swine/Nebraska/A01785442/2018,EPI1191839,,
EPI_ISL_154574,A/swine/Nebraska/A01395675/2013,EPI502566,,
EPI_ISL_154594,A/swine/South_Dakota/A01366093/2013,EPI502640,,
EPI_ISL_154593,A/swine/Illinois/A01427144/2013,EPI502635,,
EPI_ISL_138209,A/swine/Iowa/A01432395/2013,EPI438199,,
EPI_ISL_154596,A/swine/South_Dakota/A01366205/2013,EPI502646,,
EPI_ISL_138218,A/swine/Indiana/A01260185/2013,EPI438224,,
EPI_ISL_154600,A/swine/Minnesota/A01409450/2013,EPI502658,,
EPI_ISL_154606,A/swine/Iowa/A01290860/2013,EPI502676,,
EPI_ISL_220146,A/blue-winged_teal/Texas/AI10-4203/2010,EPI751042,,
EPI_ISL_220145,A/blue-winged_teal/Texas/AI10-4179/2010,EPI751041,,
EPI_ISL_154609,A/swine/Indiana/A01290854/2013,EPI502685,,
EPI_ISL_220155,A/blue-winged_teal/Texas/AI10-4595/2010,EPI751095,,
EPI_ISL_154619,A/swine/North_Carolina/A01409423/2013,EPI502716,,
EPI_ISL_171010,A/swine/Nebraska/A01565990/2014,EPI559485,,
EPI_ISL_7169,A/mallard/Ohio/1717/2005,EPI63410,,
EPI_ISL_7172,A/mallard/Maryland/712/2005,EPI63467,,
EPI_ISL_220164,A/blue-winged_teal/Texas/AI11-3100/2011,EPI751188,,
EPI_ISL_154629,A/swine/USA/A01409276/2013,EPI502746,,
EPI_ISL_220175,A/blue-winged_teal/Texas/AI11-3223/2011,EPI751290,,
EPI_ISL_220174,A/blue-winged_teal/Texas/AI11-3220/2011,EPI751283,,
EPI_ISL_171023,A/swine/Iowa/A01476471/2014,EPI559509,,
EPI_ISL_171021,A/swine/Iowa/A01476697/2014,EPI559503,,
EPI_ISL_220179,A/blue-winged_teal/Texas/AI11-3375/2011,EPI751326,,
EPI_ISL_171026,A/swine/Iowa/A01476696/2014,EPI559518,,
EPI_ISL_220183,A/blue-winged_teal/Texas/AI11-3407/2011,EPI751362,,
EPI_ISL_171030,A/swine/North_Carolina/A01476719/2014,EPI559530,,
EPI_ISL_220182,A/blue-winged_teal/Texas/AI11-3387/2011,EPI751355,,
EPI_ISL_171031,A/swine/North_Carolina/A01476698/2014,EPI559533,,
EPI_ISL_171029,A/swine/North_Carolina/A01476560/2014,EPI559527,,
EPI_ISL_171035,A/swine/Missouri/A01476458/2013,EPI559545,,
EPI_ISL_171036,A/swine/North_Carolina/A01476688/2014,EPI559548,,
EPI_ISL_220195,A/green-winged_teal/Texas/AI11-3781/2011,EPI751462,,
EPI_ISL_220193,A/blue-winged_teal/Texas/AI11-3766/2011,EPI751448,,
EPI_ISL_171040,A/swine/Iowa/A01476500/2013,EPI559560,,
EPI_ISL_220192,A/blue-winged_teal/Texas/AI11-3764/2011,EPI751441,,
EPI_ISL_220197,A/blue-winged_teal/Texas/AI11-4014/2011,EPI751485,,
EPI_ISL_171044,A/swine/Iowa/A01476501/2014,EPI559572,,
EPI_ISL_171050,A/swine/Missouri/A01476459/2012,EPI559590,,
EPI_ISL_220201,A/blue-winged_teal/Texas/AI11-4830/2011,EPI751513,,
EPI_ISL_121898,A/swine/Illinois/A00857131/2011,EPI391550,,
EPI_ISL_121898,A/swine/Illinois/A00857131/2011,EPI653857,,
EPI_ISL_220206,A/blue-winged_teal/Texas/AI11-4865/2011,EPI751556,,
EPI_ISL_220213,A/blue-winged_teal/Texas/AI12-3655/2012,EPI751613,,
EPI_ISL_220212,A/blue-winged_teal/Texas/AI12-3622/2012,EPI751598,,
EPI_ISL_220219,A/blue-winged_teal/Texas/AI12-4394/2012,EPI751656,,
EPI_ISL_220217,A/blue-winged_teal/Texas/AI12-3834/2012,EPI751603,,
EPI_ISL_220223,A/blue-winged_teal/Texas/AI12-4448/2012,EPI751677,,
EPI_ISL_89155,A/equine/Florida/779/2004,EPI314110,,
EPI_ISL_89154,A/equine/Florida/612/2004,EPI314107,,
EPI_ISL_220231,A/blue-winged_teal/Louisiana/AI13-3483/2013,EPI751753,,
EPI_ISL_89156,A/equine/Otar/764/2007,EPI314112,,
EPI_ISL_89158,A/equine/Yokohama/aq13/2010,EPI314123,,
EPI_ISL_220239,A/blue-winged_teal/Texas/AI13-3636/2013,EPI751818,,
EPI_ISL_220238,A/blue-winged_teal/Texas/AI13-3629/2013,EPI751812,,
EPI_ISL_89166,A/swine/Quebec/1265553/2010,EPI314161,,
EPI_ISL_220245,A/blue-winged_teal/Texas/AI13-3971/2013,EPI751868,,
EPI_ISL_220248,A/blue-winged_teal/Texas/AI13-4012/2013,EPI751896,,
EPI_ISL_89183,A/swine/Tainan/103-11/2003,EPI314312,,
EPI_ISL_220252,A/blue-winged_teal/Texas/AI13-4087/2013,EPI751924,,
EPI_ISL_18701693,A/swine/Iowa/ISU-A02862078/2023,EPI2875156,Iowa_State_University,Iowa_State_University
EPI_ISL_18701692,A/swine/Iowa/ISU-A02862080/2023,EPI2875154,Iowa_State_University,Iowa_State_University
EPI_ISL_220256,A/blue-winged_teal/Texas/AI13-4289/2013,EPI751935,,
EPI_ISL_89186,A/turkey/BC/1529-3/2005,EPI314335,,
EPI_ISL_171108,A/swine/Illinois/A01520758/2014,EPI559694,,
EPI_ISL_18701685,A/swine/Minnesota/ISU-A02862066/2023,EPI2875140,Iowa_State_University,Iowa_State_University
EPI_ISL_18701681,A/swine/North_Carolina/ISU-A02862097/2023,EPI2875132,Iowa_State_University,Iowa_State_University
EPI_ISL_18701683,A/swine/Nebraska/ISU-A02862068/2023,EPI2875136,Iowa_State_University,Iowa_State_University
EPI_ISL_19029328,A/swine/Pennsylvania/A02862288/2024,EPI3177327,Iowa_State_University,
EPI_ISL_18701679,A/swine/Illinois/ISU-A02862083/2023,EPI2875128,Iowa_State_University,Iowa_State_University
EPI_ISL_89221,A/equine/Tottori/1/07,EPI314449,,
EPI_ISL_171155,A/swine/France/59-120131/2012,EPI559776,,
EPI_ISL_285846,A/duck/Ibaraki/1/2016,EPI1105861,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_122021,A/swine/Ohio/1/2012,EPI377542,,
EPI_ISL_89260,A/quail/QC/FAV-10/2008,EPI314515,,
EPI_ISL_122068,A/swine/Minnesota/2/2012,EPI377750,,
EPI_ISL_12950567,A/chicken/Jiangsu/B314/2022,EPI2047625,China_Agricultural_University,China_Agricultural_University
EPI_ISL_89325,A/swine/QC/382/2009,EPI314643,,
EPI_ISL_89324,A/swine/QC/2108-2/2009,EPI314635,,
EPI_ISL_89327,A/swine/QC/1698-1/2009,EPI314665,,
EPI_ISL_89326,A/swine/QC/1685-5/2009,EPI314664,,
EPI_ISL_89329,A/swine/QC/1698-2/2009,EPI314666,,
EPI_ISL_89328,A/swine/QC/1685-1/2009,EPI314663,,
EPI_ISL_89331,A/swine/QC/1698-5/2009,EPI314668,,
EPI_ISL_89330,A/swine/QC/1698-4/2009,EPI314667,,
EPI_ISL_89333,A/swine/QC/1840-2/2009,EPI314687,,
EPI_ISL_89332,A/swine/QC/414/2009,EPI314679,,
EPI_ISL_122103,A/swine/South_Dakota/3/2012,EPI378037,,
EPI_ISL_89334,A/swine/QC/440-A/2009,EPI314695,,
EPI_ISL_285949,A/swine/Chachoengsao/NIAH117865-086/2017,EPI1106499,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_122104,A/swine/Minnesota/4/2012,EPI378028,,
EPI_ISL_122106,A/swine/Ohio/6/2012,EPI378034,,
EPI_ISL_236803,A/swine/Illinois/A01732588/2016,EPI853984,,
EPI_ISL_236811,A/swine/Indiana/A01812162/2016,EPI854028,,
EPI_ISL_236810,A/swine/Indiana/A01812151/2016,EPI854020,,
EPI_ISL_236813,A/swine/Indiana/A01812159/2016,EPI854044,,
EPI_ISL_236819,A/swine/Iowa/A01942648/2016,EPI854065,,
EPI_ISL_89369,A/swine/Pennsylvania/602170-2/2010,EPI314795,,
EPI_ISL_89370,A/swine/Pennsylvania/602170-4/2010,EPI314796,,
EPI_ISL_171295,A/swine/Nebraska/A01565950/2014,EPI560135,,
EPI_ISL_171293,A/swine/Iowa/A01565921/2014,EPI560129,,
EPI_ISL_171298,A/swine/Ontario/103-18/2011,EPI560251,,
EPI_ISL_171299,A/swine/Ontario/104-25/2012,EPI560253,,
EPI_ISL_171302,A/swine/Ontario/114-13/2012,EPI560259,,
EPI_ISL_171303,A/swine/Ontario/115-2/2012,EPI560261,,
EPI_ISL_171300,A/swine/Ontario/105-56/2012,EPI560255,,
EPI_ISL_171301,A/swine/Ontario/107-22/2012,EPI560257,,
EPI_ISL_171306,A/swine/Ontario/11-105317/2011,EPI560267,,
EPI_ISL_14835147,A/swine/Iowa/A02636640/2022,EPI2153364,,
EPI_ISL_171307,A/swine/Ontario/204-76/2012,EPI560269,,
EPI_ISL_171304,A/swine/Ontario/118-38/2012,EPI560263,,
EPI_ISL_171305,A/swine/Ontario/120-55/2012,EPI560264,,
EPI_ISL_16702922,A/swine/Nebraska/4D-0114-P4/2014,EPI2318523,St_Jude_Children's_Research_Hospital,St._Jude_Children's_Research_Hospital
EPI_ISL_400703,A/duck/East_Java/Av689/2016,EPI1640796,"Institute_of_Tropical_Disease,_Universitas_Airlangga",Kobe_University_Graduate_School_of_Medicine
EPI_ISL_220483,A/equine/Tennessee/27A/2014,EPI753470,,
EPI_ISL_220482,A/equine/Tennessee/30A/2014,EPI753439,,
EPI_ISL_220481,A/equine/Tennessee/4A/2014,EPI753433,,
EPI_ISL_220480,A/equine/Tennessee/28A/2014,EPI753425,,
EPI_ISL_400704,A/duck/East_Java/Av694/2016,EPI1640804,"Institute_of_Tropical_Disease,_Universitas_Airlangga",Kobe_University_Graduate_School_of_Medicine
EPI_ISL_220485,A/equine/Tennessee/29A/2014,EPI753457,,
EPI_ISL_220484,A/equine/Tennessee/28B/2014,EPI753451,,
EPI_ISL_400719,A/duck/East_Java/Av771/2016,EPI1640925,"Institute_of_Tropical_Disease,_Universitas_Airlangga",Kobe_University_Graduate_School_of_Medicine
EPI_ISL_400726,A/duck/East_Java/Av995/2016,EPI1640981,"Institute_of_Tropical_Disease,_Universitas_Airlangga",Kobe_University_Graduate_School_of_Medicine
EPI_ISL_154972,A/equine/Katra-Jammu/6/2008,EPI265942,,
EPI_ISL_138597,A/swine/HuNan/01/2008,EPI439052,,
EPI_ISL_335213,A/equine/Argentina/E-2345-1/2012,EPI1341184,Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA),Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA)
EPI_ISL_335213,A/equine/Argentina/E-2345-1/2012,EPI1341189,Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA),Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA)
EPI_ISL_335214,A/equine/Argentina/E2397-3/2012,EPI1341186,Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA),Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA)
EPI_ISL_14392759,A/Anas_platyrhynchos/Belgium/2987_0001/2021,EPI2122933,Sciensano_-_Animal_Infectious_Diseases,"Sciensano,_Department_of_Animal_Infectious_Diseases"
EPI_ISL_236908,A/swine/Chonburi/NIAH108758-041/2013,EPI854698,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_335221,A/eq/Argentina/E167-1/2018,EPI1341200,Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA),Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA)
EPI_ISL_335220,A/equine/Argentina/E161/2018,EPI1341205,Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA),Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA)
EPI_ISL_335223,A/eq/Argentina/E162/2018,EPI1341208,Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA),Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA)
EPI_ISL_335222,A/eq/Argentina/E167-2/2018,EPI1341206,Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA),Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA)
EPI_ISL_335219,A/equine/Argentina/E151-1/2018,EPI1341204,Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA),Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA)
EPI_ISL_236923,A/swine/Chonburi/NIAH109559-038/2015,EPI854818,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_236925,A/swine/Chachoengsao/NIAH109560-090/2015,EPI854834,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_236924,A/swine/Chonburi/NIAH109559-063/2015,EPI854826,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_236928,A/swine/Chonburi/NIAH108758-059/2013,EPI854858,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_16702842,A/swine/Nebraska/4D-0114-P1/2014,EPI2318515,St_Jude_Children's_Research_Hospital,St._Jude_Children's_Research_Hospital
EPI_ISL_499086,A/canine/Guangdong/3/2018,EPI1765825,,
EPI_ISL_499085,A/canine/Guangdong/2/2018,EPI1765824,,
EPI_ISL_499084,A/canine/Guangdong/1/2018,EPI1765823,,
EPI_ISL_18898103,A/swine/Missouri/ISU-A02862230/2024,EPI3033391,Iowa_State_University,
EPI_ISL_18898111,A/swine/Oklahoma/ISU-A02862233/2024,EPI3033422,Iowa_State_University,
EPI_ISL_499119,A/swine/Spain/001/2017,EPI1766063,,
EPI_ISL_499127,A/swine/Spain/018/2017,EPI1766071,,
EPI_ISL_515511,A/swine/Chonburi/NIAH122286-083/2018,EPI1798418,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_515510,A/swine/Chonburi/NIAH122286-079/2018,EPI1798410,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_499126,A/swine/Spain/143/2018,EPI1766070,,
EPI_ISL_499125,A/swine/Spain/BM37/2019,EPI1766069,,
EPI_ISL_515509,A/swine/Chachoengsao/NIAH122287-092/2018,EPI1798402,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_515508,A/swine/Chachoengsao/NIAH122287-063/2018,EPI1798394,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_499124,A/swine/Spain/BM38/2019,EPI1766068,,
EPI_ISL_499123,A/swine/Spain/090/2018,EPI1766067,,
EPI_ISL_19029140,A/swine/North_Carolina/A02862290/2024,EPI3175827,Iowa_State_University,
EPI_ISL_499121,A/swine/Spain/100/2018,EPI1766065,,
EPI_ISL_499120,A/swine/Spain/041/2017,EPI1766064,,
EPI_ISL_515513,A/swine/Chonburi/NIAH122286-090/2018,EPI1798434,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_515512,A/swine/Chonburi/NIAH122286-084/2018,EPI1798426,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_18898146,A/swine/Iowa/ISU-A02862234/2024,EPI3033570,Iowa_State_University,
EPI_ISL_335317,A/equine/Argentina/E166-1/2018,EPI1341556,Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA),Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA)
EPI_ISL_335319,A/eq/Argentina/E200-1/2018,EPI1341560,Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA),Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA)
EPI_ISL_335318,A/equine/Argentina/E166-2/2018,EPI1341558,Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA),Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA)
EPI_ISL_89556,A/duck/Vietnam/G119/2006,EPI315048,,
EPI_ISL_335321,A/eq/Argentina/E434-5/2018,EPI1341564,Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA),Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA)
EPI_ISL_335320,A/eq/Argentina/E267-3/2018,EPI1341562,Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA),Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA)
EPI_ISL_89570,A/chicken/Vietnam/G14/2008,EPI315123,,
EPI_ISL_237035,A/swine/Iowa/A01778878/2016,EPI855068,,
EPI_ISL_237033,A/swine/Nebraska/A01781042/2016,EPI855064,,
EPI_ISL_335339,A/eq/Argentina/E474-12/2018,EPI1341696,Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA),Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA)
EPI_ISL_237037,A/swine/Iowa/A01781043/2016,EPI855072,,
EPI_ISL_335338,A/eq/Argentina/E434-6/2018,EPI1341694,Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA),Instituto_Nacional_de_Tecnologia_Agropecuaria_(INTA)
EPI_ISL_237042,A/swine/Nebraska/A01781225/2016,EPI855082,,
EPI_ISL_237047,A/swine/Minnesota/A01781044/2016,EPI855092,,
EPI_ISL_237045,A/swine/Minnesota/A01781222/2016,EPI855088,,
EPI_ISL_499199,A/swine/Iowa/A02479421/2020,EPI1766618,,
EPI_ISL_499194,A/swine/Iowa/A02479423/2020,EPI1766608,,
EPI_ISL_18898142,A/swine/Iowa/ISU-A02862219/2024,EPI3033562,Iowa_State_University,
EPI_ISL_237053,A/swine/North_Carolina/A01781224/2016,EPI855104,,
EPI_ISL_14769891,A/wild_waterfowl/South_Australia/15-5472990-54/2015,EPI2145843,,
EPI_ISL_499203,A/swine/Iowa/A02479427/2020,EPI1766626,,
EPI_ISL_237063,A/equine/Argentina/E37-2/1993,EPI855151,,
EPI_ISL_499202,A/swine/Indiana/A02479428/2020,EPI1766624,,
EPI_ISL_499201,A/swine/Iowa/A02479429/2020,EPI1766622,,
EPI_ISL_499215,A/swine/Indiana/A01812306/2020,EPI1766640,,
EPI_ISL_237067,A/equine/Argentina/E226/1995,EPI855155,,
EPI_ISL_237066,A/equine/Argentina/E131/1994,EPI855154,,
EPI_ISL_237065,A/equine/Argentina/E41-2/1993,EPI855153,,
EPI_ISL_237064,A/equine/Argentina/E37-18/1993,EPI855152,,
EPI_ISL_237071,A/equine/Argentina/E652/1999,EPI855159,,
EPI_ISL_237070,A/equine/Argentina/E1134-7/2001,EPI855158,,
EPI_ISL_14769903,A/wild_waterfowl/Western_Australia/AS16-3326-127/2016,EPI2145931,,
EPI_ISL_237069,A/equine/Argentina/E750/1999,EPI855157,,
EPI_ISL_237068,A/equine/Argentina/E433/1997,EPI855156,,
EPI_ISL_499223,A/swine/Iowa/A02524423/2020,EPI1766661,,
EPI_ISL_237075,A/equine/Argentina/E2345-1/2012,EPI855163,,
EPI_ISL_14769904,A/wild_waterfowl/Western_Australia/AS16-3326-174/2016,EPI2145939,,
EPI_ISL_237074,A/equine/Argentina/E2397-2/2012,EPI855162,,
